Problem,Sampler,Radius,Time,NumSteps,Q,X0,X1
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,50,0.742822,10000,3.2464005859441178e-09,0.9999958578338382,0.9999587059328766
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,50,0.747223,10000,1.4037504525623778e-08,1.0000090829750257,0.9999185949219956
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,50,0.741727,10000,1.6245564313197088e-08,0.9999885929229806,1.000067507206323
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,50,0.74521,10000,3.751072456899031e-08,1.0000070177370168,0.9998181017869372
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,50,0.73889,10000,4.327112676351187e-08,1.0000043617062122,0.9997961315924736
MinLeviFunctionNum13,PopulationSampler,15,1.710582,25000,6.22530881470408e-22,1.0000000000019487,1.0000000000167764
MinLeviFunctionNum13,PopulationSampler,15,1.707306,25000,9.377214448819264e-22,0.9999999999980292,1.0000000000242661
MinLeviFunctionNum13,PopulationSampler,15,1.71078,25000,8.061805681444969e-21,0.9999999999963445,0.9999999999171661
MinLeviFunctionNum13,PopulationSampler,15,1.708267,25000,1.816753022624909e-21,0.9999999999983663,1.0000000000397113
MinLeviFunctionNum13,PopulationSampler,15,1.710613,25000,4.806053517704607e-21,0.9999999999927328,0.9999999999921149
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,5,1.75945,25000,5.534282906433439e-23,1.0000000000000924,1.0000000000073876
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,5,1.769551,25000,1.795408658733949e-23,1.0000000000003382,1.0000000000027724
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,5,1.765343,25000,2.9383918933792987e-23,0.9999999999995591,0.999999999996547
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,5,1.772054,25000,2.3501066838487113e-22,0.9999999999987746,1.000000000010007
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,5,1.758052,25000,3.5513649143035423e-25,1.0000000000000573,1.0000000000002462
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,10,1.763211,25000,3.722390923516192e-23,1.0000000000002558,0.9999999999944009
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,10,1.774429,25000,7.261510191082173e-22,1.000000000000359,1.0000000000267315
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,10,1.764852,25000,1.6679731678938137e-22,0.9999999999998268,1.0000000000128102
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,10,1.787394,25000,3.392044515530881e-22,1.0000000000019265,1.000000000002421
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,10,1.779061,25000,5.853056414213728e-22,1.0000000000021354,0.9999999999867448
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,15,1.790835,25000,1.6032043756450137e-23,1.000000000000066,0.999999999996045
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,15,1.796864,25000,1.3965538178441553e-22,0.9999999999999125,0.9999999999882115
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,15,1.776433,25000,2.166836382534933e-21,0.9999999999954762,0.9999999999818754
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,15,1.785872,25000,2.8801465900323055e-22,0.9999999999983482,1.0000000000065508
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,15,1.782769,25000,6.922150115844559e-23,0.9999999999991518,0.9999999999978556
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,20,1.788382,25000,9.558076083315858e-23,1.000000000000434,0.999999999991131
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,20,1.788801,25000,1.2459721052220422e-22,0.999999999999201,1.0000000000082008
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,20,1.791395,25000,8.21438068409246e-22,0.9999999999989605,0.9999999999730858
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,20,1.794491,25000,3.6773681280424326e-22,1.0000000000020233,0.9999999999998478
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,20,1.797286,25000,5.994957696808767e-22,0.9999999999974425,0.9999999999965411
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,25,1.802251,25000,3.560651474288641e-21,1.0000000000012257,0.9999999999414704
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,25,1.808769,25000,1.3255386968874132e-22,1.0000000000004474,1.0000000000107039
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,25,1.803293,25000,1.1328967756437418e-22,0.9999999999989853,0.999999999995441
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,25,1.794167,25000,7.501130959711466e-22,0.999999999999899,0.9999999999726286
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,25,1.800388,25000,3.4847446335616185e-22,0.9999999999980843,0.9999999999956627
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,50,1.858952,25000,9.32442506491608e-22,0.9999999999969064,1.0000000000085272
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,50,1.851764,25000,5.273351495929124e-22,1.000000000002419,1.0000000000013276
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,50,1.849925,25000,5.376833627417598e-22,1.0000000000018066,0.9999999999843624
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,50,1.8539,25000,1.3353250559924122e-22,1.0000000000011837,1.0000000000027738
MinLeviFunctionNum13,RadiusLimitedPopulationSampler,50,1.855046,25000,7.937772233111912e-22,1.0000000000028197,0.9999999999910805
MinBealeFunction,PopulationSampler,15,0.067756,1000,0.02895780553507342,3.450482871090763,0.6072703204871974
MinBealeFunction,PopulationSampler,15,0.067949,1000,0.0001327599464629736,3.0125039813350534,0.5052272006059363
MinBealeFunction,PopulationSampler,15,0.068276,1000,0.03288525577466138,3.3517114735998303,0.552089930434094
MinBealeFunction,PopulationSampler,15,0.068028,1000,0.010228714302166597,2.7953251898649434,0.4547722531159597
MinBealeFunction,PopulationSampler,15,0.068525,1000,0.06531035807951308,2.7021334460612016,0.3600548906717691
MinBealeFunction,RadiusLimitedPopulationSampler,5,0.069518,1000,0.0015156209656628367,2.956126975936882,0.48146786073462877
MinBealeFunction,RadiusLimitedPopulationSampler,5,0.071088,1000,0.0032138394649278822,3.1325746317385543,0.5257859049680829
MinBealeFunction,RadiusLimitedPopulationSampler,5,0.069358,1000,0.008725774430713875,3.0509665849211225,0.5304592180578312
MinBealeFunction,RadiusLimitedPopulationSampler,5,0.070766,1000,0.016524610337601678,2.798771748510863,0.46735558435348057
MinBealeFunction,RadiusLimitedPopulationSampler,5,0.070817,1000,0.03937804908669776,2.652611935451052,0.3736539995453596
MinBealeFunction,RadiusLimitedPopulationSampler,10,0.070216,1000,0.03112047963670024,2.7151861913608073,0.39119233510496354
MinBealeFunction,RadiusLimitedPopulationSampler,10,0.072097,1000,0.0032548832283250864,2.89792321857863,0.4652372003777911
MinBealeFunction,RadiusLimitedPopulationSampler,10,0.073804,1000,0.008940474011222681,3.066419045649427,0.5338719256242865
MinBealeFunction,RadiusLimitedPopulationSampler,10,0.07025,1000,0.09091981913183114,4.287896982882934,0.6920321347317722
MinBealeFunction,RadiusLimitedPopulationSampler,10,0.069635,1000,0.021151540030316118,2.783772209491559,0.4669426425152209
MinBealeFunction,RadiusLimitedPopulationSampler,15,0.070353,1000,0.012495555021043301,2.9432899698193995,0.5088213286913889
MinBealeFunction,RadiusLimitedPopulationSampler,15,0.071087,1000,0.010727101063453029,2.773023464132635,0.43750265676838895
MinBealeFunction,RadiusLimitedPopulationSampler,15,0.07137,1000,0.11985587248347324,2.4784212510522385,0.2820954886429354
MinBealeFunction,RadiusLimitedPopulationSampler,15,0.069779,1000,0.02697206550863315,3.422087322569645,0.6026386480477085
MinBealeFunction,RadiusLimitedPopulationSampler,15,0.0719,1000,0.02502129593398954,3.0062599913134447,0.4678320875375494
MinBealeFunction,RadiusLimitedPopulationSampler,20,0.070467,1000,0.0012241480941815003,2.9446062196880027,0.4801904320605659
MinBealeFunction,RadiusLimitedPopulationSampler,20,0.071277,1000,0.06334566019191051,3.935749075256122,0.6538040784674684
MinBealeFunction,RadiusLimitedPopulationSampler,20,0.072353,1000,0.004198313051916634,3.1775135530119525,0.5399012999762509
MinBealeFunction,RadiusLimitedPopulationSampler,20,0.070714,1000,0.09180798887302702,2.965561945204916,0.4231767485802881
MinBealeFunction,RadiusLimitedPopulationSampler,20,0.071069,1000,0.03090905931588131,3.5830826992723614,0.6173319255907765
MinBealeFunction,RadiusLimitedPopulationSampler,25,0.071468,1000,0.0630820183033004,3.3660850656190844,0.540753172953614
MinBealeFunction,RadiusLimitedPopulationSampler,25,0.072738,1000,0.01012387664854203,2.934760862594865,0.46190822362103445
MinBealeFunction,RadiusLimitedPopulationSampler,25,0.072179,1000,0.0008320972635592357,2.9423036271373473,0.4818205083051681
MinBealeFunction,RadiusLimitedPopulationSampler,25,0.071265,1000,0.0037466156214367627,3.1196851528242866,0.536191365847259
MinBealeFunction,RadiusLimitedPopulationSampler,25,0.071541,1000,0.019821745366016837,2.7543784784298926,0.41174510003067255
MinBealeFunction,RadiusLimitedPopulationSampler,50,0.073347,1000,0.07040793652625212,2.535923110128016,0.3912176352242802
MinBealeFunction,RadiusLimitedPopulationSampler,50,0.075218,1000,0.003686530808267038,2.8978633708742434,0.464000709483966
MinBealeFunction,RadiusLimitedPopulationSampler,50,0.072847,1000,6.173585238856241e-05,2.9903238383143815,0.4961586041823415
MinBealeFunction,RadiusLimitedPopulationSampler,50,0.074046,1000,0.014753148099936851,3.358316105665189,0.5807088825787323
MinBealeFunction,RadiusLimitedPopulationSampler,50,0.073532,1000,0.04426668063073112,3.0585975163265298,0.5546293589772621
MinBealeFunction,PopulationSampler,15,0.328235,5000,0.000519761031871996,2.9624677942813684,0.48693254093997357
MinBealeFunction,PopulationSampler,15,0.325818,5000,0.00043299939781968794,3.008269033405365,0.49777396399146095
MinBealeFunction,PopulationSampler,15,0.326844,5000,4.230892130973192e-05,2.9907599811870713,0.4965802386591869
MinBealeFunction,PopulationSampler,15,0.324088,5000,5.109785932449297e-06,3.005654037001943,0.5013659939131064
MinBealeFunction,PopulationSampler,15,0.325728,5000,1.9679394501774146e-05,2.989861003986619,0.4971096807940311
MinBealeFunction,RadiusLimitedPopulationSampler,5,0.338314,5000,0.00016914315887149679,2.972648989475447,0.49457321928869064
MinBealeFunction,RadiusLimitedPopulationSampler,5,0.33553,5000,2.9290348105566354e-06,2.9990509709554685,0.5001121904377429
MinBealeFunction,RadiusLimitedPopulationSampler,5,0.337624,5000,4.220981267678447e-05,3.0141897168048057,0.5041653823932722
MinBealeFunction,RadiusLimitedPopulationSampler,5,0.335398,5000,6.345800075971728e-05,3.0142825510128453,0.5023655656597127
MinBealeFunction,RadiusLimitedPopulationSampler,5,0.33387,5000,0.0003131913545349133,3.016737471930799,0.5007345003150065
MinBealeFunction,RadiusLimitedPopulationSampler,10,0.333643,5000,0.00010987610069313534,3.017632743138842,0.502730503199511
MinBealeFunction,RadiusLimitedPopulationSampler,10,0.336649,5000,0.0001307436139402078,3.0282771068686185,0.5074585381988681
MinBealeFunction,RadiusLimitedPopulationSampler,10,0.337405,5000,6.554364621604996e-05,2.9830751615011,0.4966869293468821
MinBealeFunction,RadiusLimitedPopulationSampler,10,0.33646,5000,2.9334156365633966e-05,3.0075255532200575,0.5027939923060268
MinBealeFunction,RadiusLimitedPopulationSampler,10,0.335464,5000,5.9414696770784716e-05,3.0190049832269312,0.5050198919315627
MinBealeFunction,RadiusLimitedPopulationSampler,15,0.335644,5000,0.00018098583015738597,3.0266335912768607,0.508249361525619
MinBealeFunction,RadiusLimitedPopulationSampler,15,0.334958,5000,0.0001168289163597215,2.988276037305531,0.4950343185590317
MinBealeFunction,RadiusLimitedPopulationSampler,15,0.334007,5000,0.00014498558226680076,3.00380831269597,0.4984569295491327
MinBealeFunction,RadiusLimitedPopulationSampler,15,0.337704,5000,4.563713579368321e-05,2.9889702652394616,0.4983197884752785
MinBealeFunction,RadiusLimitedPopulationSampler,15,0.337242,5000,4.435334869557077e-06,3.004703592898109,0.5009657499358625
MinBealeFunction,RadiusLimitedPopulationSampler,20,0.337787,5000,4.655185596609066e-05,3.012670434571483,0.50217383086902
MinBealeFunction,RadiusLimitedPopulationSampler,20,0.34127,5000,5.757065198693692e-07,3.0018934221620945,0.5004575886492586
MinBealeFunction,RadiusLimitedPopulationSampler,20,0.339867,5000,6.734633870118937e-06,2.996878287394259,0.49969918196506485
MinBealeFunction,RadiusLimitedPopulationSampler,20,0.338216,5000,8.052102892600982e-05,3.0084929343509343,0.5038168988656946
MinBealeFunction,RadiusLimitedPopulationSampler,20,0.341714,5000,6.656513961420014e-05,3.0204726099414305,0.5052370942358857
MinBealeFunction,RadiusLimitedPopulationSampler,25,0.34405,5000,1.1474373319179591e-05,3.002961594445826,0.5013927397291749
MinBealeFunction,RadiusLimitedPopulationSampler,25,0.342883,5000,4.812132987113152e-05,2.986891715841939,0.4976758050134735
MinBealeFunction,RadiusLimitedPopulationSampler,25,0.340683,5000,7.48021134627384e-05,3.0124988180241483,0.5016195314203855
MinBealeFunction,RadiusLimitedPopulationSampler,25,0.339827,5000,5.14171721488953e-05,2.9857284440915848,0.4955401326133843
MinBealeFunction,RadiusLimitedPopulationSampler,25,0.339059,5000,0.00013671494461024955,2.985316366955921,0.4984534967980569
MinBealeFunction,RadiusLimitedPopulationSampler,50,0.349124,5000,0.00028695352556265666,2.9600528974869444,0.4908825911868612
MinBealeFunction,RadiusLimitedPopulationSampler,50,0.349537,5000,0.0002695772453504766,2.9603640511462577,0.4894542858104614
MinBealeFunction,RadiusLimitedPopulationSampler,50,0.348587,5000,0.000143425365322825,3.013065717694204,0.5009906821101218
MinBealeFunction,RadiusLimitedPopulationSampler,50,0.356071,5000,0.00010232358467077892,2.977613556422644,0.4953440630838854
MinBealeFunction,RadiusLimitedPopulationSampler,50,0.350817,5000,0.00025037595632307406,2.9809290777593023,0.4923116656795266
MinBealeFunction,PopulationSampler,15,0.643758,10000,1.5324601765385655e-07,3.0002522803159475,0.49998379867629406
MinBealeFunction,PopulationSampler,15,0.637698,10000,5.71423090504714e-07,2.9985966651450133,0.4997572074477351
MinBealeFunction,PopulationSampler,15,0.649589,10000,3.123859729918304e-08,3.000108980238217,0.5000626851583378
MinBealeFunction,PopulationSampler,15,0.647869,10000,1.5875039103416696e-07,2.9990053955051814,0.49975006112487874
MinBealeFunction,PopulationSampler,15,0.640269,10000,2.810645391135419e-08,2.9997648973352726,0.4999705967205297
