Problem,Sampler,Radius,Time,NumSteps,Q,X0,X1,X2,X3,X4
MinOmniTest,PopulationSampler,15,0.127644,1000,-6.767877205527599,5.198575263725367,3.1113481103682172,5.258192507334975,3.396369974486549,3.2776969675306877
MinOmniTest,PopulationSampler,15,0.128762,1000,-6.921054660440543,1.2861477366540113,3.3212952137433183,5.199798183046813,5.2353539820792765,5.36192576777235
MinOmniTest,PopulationSampler,15,0.12718,1000,-6.30615956249856,5.398899891201915,5.079000790060312,5.108374405270267,5.448574814901463,1.287314782323818
MinOmniTest,PopulationSampler,15,0.126814,1000,-6.525431922597282,2.9942622980842666,5.298434335652453,5.268383887647033,3.1793543468368735,1.1570642381674179
MinOmniTest,PopulationSampler,15,0.127475,1000,-6.638067235384127,3.2175234102490844,1.0866795393395716,1.101118447502393,5.143457977677781,1.293473992120125
MinOmniTest,PopulationSampler,15,0.132327,1000,-6.486934681020567,3.4795084403964704,5.174652689375282,5.379342360897702,1.3071429441584252,5.161047648336039
MinOmniTest,PopulationSampler,15,0.130529,1000,-6.557087202621611,3.3090019347381303,5.2045962384908755,1.359811871352676,1.0236830149984986,5.33439949676902
MinOmniTest,PopulationSampler,15,0.129454,1000,-6.410222731084246,3.182044496145751,5.195955774609203,3.283565003997413,5.005821177448523,3.4232939768113884
MinOmniTest,PopulationSampler,15,0.126089,1000,-6.722442390280218,3.2107551859567596,5.054238474174408,3.24059407630254,1.2553591111008913,5.3561762903075065
MinOmniTest,PopulationSampler,15,0.125492,1000,-6.926901557339745,1.222581516018364,5.1781275757831216,5.31651379672316,5.14891094679463,5.264870813103027
MinOmniTest,PopulationSampler,15,0.125354,1000,-6.561375776370045,1.0850997289792912,5.336788141854612,5.184958996190593,1.2415872340084366,1.4389675886008435
MinOmniTest,PopulationSampler,15,0.124946,1000,-6.948565824087705,3.173440270128151,3.311152429676838,1.2428271911619198,5.336406672434807,3.272811385370937
MinOmniTest,PopulationSampler,15,0.124754,1000,-6.416802441235328,3.332901964837533,3.0164896460348443,5.426872980286606,5.29348973409059,5.200812110795274
MinOmniTest,PopulationSampler,15,0.125302,1000,-6.588751341005047,5.271844188602862,1.3006216912198085,5.164406330792838,1.001697049553161,3.264283162291506
MinOmniTest,PopulationSampler,15,0.125514,1000,-6.479435670034999,3.4073722918410367,5.3844155879702,3.0453022046719163,3.296576210461324,5.258131309599852
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127615,1000,-6.675386134009411,1.0928800579986837,1.2606736875875013,5.328381148782293,3.137380649452792,3.3678458768288406
MinOmniTest,RadiusLimitedPopulationSampler,5,0.130976,1000,-6.647725273156327,1.3244465209537988,1.1176158515773227,1.3575559976901799,1.0979223695766909,5.311081729643061
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128483,1000,-6.727142293095149,3.381498814908413,1.1878122460488865,5.352271154909533,5.190817617792043,3.3712150348472645
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128243,1000,-6.411330513760305,1.2740916335974468,5.298261621801524,3.065602809139186,1.354838581955247,1.4728698372400242
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128068,1000,-6.582401676706538,5.392021206765676,5.07674944786992,5.152352911259172,1.355243040836637,1.2284267891547755
MinOmniTest,RadiusLimitedPopulationSampler,5,0.129774,1000,-6.6690553277398905,5.384806690108171,5.144499042307148,3.1677064757367215,5.127028579457849,5.166072581945868
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127702,1000,-6.3234197252001145,3.0967506482982365,5.235954150544911,5.18002422679408,3.5373338012777955,1.2938103849593074
MinOmniTest,RadiusLimitedPopulationSampler,5,0.12807,1000,-6.426393499680334,3.08182622831202,1.4185245335971828,5.247862199736676,3.425004148979054,3.165286985538832
MinOmniTest,RadiusLimitedPopulationSampler,5,0.131494,1000,-6.738678275369691,3.422091422630326,5.287255872048952,5.348321960382323,3.233550901200314,5.3367519164646815
MinOmniTest,RadiusLimitedPopulationSampler,5,0.12736,1000,-6.868707766491903,5.15627173300092,3.3321247007519164,3.1429505976944023,1.2921464707808672,3.228982119488312
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127136,1000,-6.911403681679213,3.184300681516059,3.2657401710296954,1.2616859789076658,3.3475402414574273,5.343897595769153
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128682,1000,-6.742391200220826,5.340792581510176,5.207588615257929,3.3115780247559377,3.410067189748877,3.1588804964761463
MinOmniTest,RadiusLimitedPopulationSampler,5,0.129084,1000,-6.064184165599036,0.9687156624879943,5.112309330051914,1.144441551060683,1.054537131329384,1.1912149316926832
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128064,1000,-6.423470898080044,1.2408133017216254,0.9937893829146756,3.285834768107491,3.336904021462608,1.3988165939892465
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127894,1000,-6.240616859288435,5.1384100284930705,0.9099376626137425,5.211728376919419,5.241207872022993,3.2412737545279726
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128362,1000,-6.824677899185972,3.4061886227603684,3.2442394199141793,1.1650603483749153,1.258267296986991,3.1856858396547816
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127234,1000,-6.916818655131991,3.236011113940878,3.154434740110877,3.2951294237344664,5.183034057333326,1.1701594108593592
MinOmniTest,RadiusLimitedPopulationSampler,5,0.129112,1000,-6.557093089914527,5.218667814533601,5.051795800407764,3.347697441203838,3.4085614749946953,3.2732065743082983
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127358,1000,-6.677017174984364,3.2414718326163947,3.2666598582743953,3.193184706808053,3.0331712329094422,1.3378523706561847
MinOmniTest,RadiusLimitedPopulationSampler,5,0.129166,1000,-6.213045741250729,1.2310926471544774,3.371783504613834,5.161923302068626,5.499230310395518,5.456643089598797
MinOmniTest,RadiusLimitedPopulationSampler,5,0.131078,1000,-6.194425734969048,1.2282008982254045,3.029340657899569,1.0465607949202553,5.333951644703035,1.4294616598757717
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127932,1000,-6.657287701569894,5.315698391447943,5.232149591106758,3.1709758761803,3.396585057903638,5.417291036198751
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128308,1000,-6.427147648555496,1.3987524451239914,1.266800266850005,4.99895588511611,5.148057539861581,3.2385808912629974
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127632,1000,-6.557636122466274,5.400605488552659,1.3019494499202855,1.160901288289767,5.1790843975129,5.058111266147347
MinOmniTest,RadiusLimitedPopulationSampler,5,0.130902,1000,-6.345857110152219,3.3182982683975335,3.239382267517665,3.3431566978558918,3.4529920278222903,1.4801738419748176
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127953,1000,-6.325829469113923,3.026737558528085,3.3029969300078945,5.171039714080974,1.0373303643300353,5.330044701766842
MinOmniTest,RadiusLimitedPopulationSampler,5,0.129287,1000,-6.473552594841713,5.143363723596562,1.216438547205356,3.506228679377255,5.1970980458111615,3.158852466514697
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128929,1000,-6.38508192594068,1.414195482967874,5.342479259969998,1.4153421471626262,1.4404233672056477,3.211072790112943
MinOmniTest,RadiusLimitedPopulationSampler,5,0.134146,1000,-6.914302352346819,1.3054668444936142,5.219944138787753,5.306055239380038,1.2825860708296397,5.1297180491825225
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127803,1000,-6.175961974060353,3.058724335433285,4.9769760919200055,1.1403438472911693,3.2460613853125073,3.1458208526135323
MinOmniTest,RadiusLimitedPopulationSampler,5,0.129123,1000,-6.398172908058375,3.2430177154515647,1.1340668246846723,5.098740411439558,2.999456243060714,1.2820748430088873
MinOmniTest,RadiusLimitedPopulationSampler,5,0.131357,1000,-6.24786953566147,3.284638591173563,1.1290477443377231,1.2026251615916335,5.564219039286871,5.154293790775942
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127639,1000,-6.831586550128771,5.1853988901530474,3.321196230312837,3.400923743886667,1.2061424649934231,1.2788809536347396
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128873,1000,-6.66313331194508,3.2541410701846405,5.234377710082335,5.148572243529507,3.0426893802279493,1.330908456514432
MinOmniTest,RadiusLimitedPopulationSampler,5,0.129169,1000,-6.745922465687007,1.4256845259311053,1.166460744763542,5.2015634325395474,3.3303247359987322,5.221666605626568
MinOmniTest,RadiusLimitedPopulationSampler,5,0.130062,1000,-6.869154292344576,3.1872131620658317,3.2734340566877123,1.2876349353135148,5.137605736761936,1.1468984827206925
MinOmniTest,RadiusLimitedPopulationSampler,5,0.129497,1000,-6.275367324907114,1.3352332758165857,5.353728655622589,5.358212210247899,1.0855094620971308,5.002858250232689
MinOmniTest,RadiusLimitedPopulationSampler,5,0.129251,1000,-6.895011679240386,5.363375157142217,1.316204668943914,5.307029211173256,3.255996828751517,3.1801349856565175
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127553,1000,-6.7829229226299255,3.205821751947387,3.382422608638878,1.3789395882508948,3.179232983731297,1.224134761701726
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128412,1000,-6.933671892458163,1.2346878987323975,1.2443968549034656,5.247137217854748,5.211748748792432,1.115005422170959
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128603,1000,-6.434768698110952,3.2528620919633,3.510501071789523,1.2073497603155476,1.3856916233458596,5.1657378249393835
MinOmniTest,RadiusLimitedPopulationSampler,5,0.127727,1000,-6.405809506069065,1.3367767467427194,5.3043816843648495,1.1469424613350614,4.99989101034477,1.3730797034629716
MinOmniTest,RadiusLimitedPopulationSampler,5,0.129501,1000,-6.539975836193706,3.3268598897257684,5.249600223325722,3.0927760469373955,5.090638862884388,5.103343638403164
MinOmniTest,RadiusLimitedPopulationSampler,5,0.131153,1000,-6.1428437180486135,3.445343068416443,3.2241146044904507,5.054500621874598,3.3202831724920214,1.0135006438313172
MinOmniTest,RadiusLimitedPopulationSampler,5,0.134242,1000,-6.420130317835568,1.327558211428206,5.098628436288836,3.2875289823602216,1.329090032787323,5.495119330820925
MinOmniTest,RadiusLimitedPopulationSampler,5,0.137536,1000,-6.875463180355791,1.336380146738013,5.190774523161859,3.2978433094971265,3.3706422608560715,3.2711914057626568
MinOmniTest,RadiusLimitedPopulationSampler,5,0.13302,1000,-6.720150440977889,5.118009359919872,3.0911764520730127,5.180883841376039,1.2353975940906967,3.191332516033825
MinOmniTest,RadiusLimitedPopulationSampler,5,0.128499,1000,-6.56588915057385,1.1689912954952888,5.270518932580688,3.2606658487533684,1.173071202912068,0.9998148249017009
MinOmniTest,RadiusLimitedPopulationSampler,5,0.129296,1000,-6.436504310416988,1.0139598030646004,5.079822779831325,1.1853976302719869,5.181255510277023,5.273976007064125
MinOmniTest,RadiusLimitedPopulationSampler,5,0.131452,1000,-6.562633697066485,5.099410362281833,3.3359505890624592,5.435767430031561,5.255665198403328,5.1512167355668215
MinOmniTest,RadiusLimitedPopulationSampler,10,0.128202,1000,-6.672084908459462,1.258489115668259,5.367154810269389,5.402424621706167,5.343342174097299,3.1395194256047474
MinOmniTest,RadiusLimitedPopulationSampler,10,0.14593,1000,-6.450420885066679,3.250179331076852,3.1517166996149077,2.9973903363916508,3.3363118617039342,5.142661028068283
MinOmniTest,RadiusLimitedPopulationSampler,10,0.135155,1000,-5.910342164052331,3.1628426422156886,0.9281588911914159,1.0254302825638355,1.3699720659406882,3.216508810042897
MinOmniTest,RadiusLimitedPopulationSampler,10,0.134571,1000,-6.849717248960385,1.2539695608294705,1.3875762849259672,5.285933774690949,1.2738389840658926,1.3563677192714765
MinOmniTest,RadiusLimitedPopulationSampler,10,0.127948,1000,-6.055859164663238,3.0301010394462145,0.9941218204419618,3.439450979244202,1.204985770762416,5.260762628835336
MinOmniTest,RadiusLimitedPopulationSampler,10,0.130727,1000,-6.379197157084164,5.1483154310003005,1.4482552139741827,3.082067666034213,1.2629286434207478,3.4035189145636418
MinOmniTest,RadiusLimitedPopulationSampler,10,0.132836,1000,-6.58692476662906,1.347540959557512,5.125719459653468,5.369780945931522,3.4264744495119346,5.237764580112732
MinOmniTest,RadiusLimitedPopulationSampler,10,0.137004,1000,-6.270405775069835,1.4278274780719524,3.4683342177982572,1.121503209327154,1.390985002726453,5.297433393663869
MinOmniTest,RadiusLimitedPopulationSampler,10,0.134235,1000,-6.516679894691336,3.1474072397783104,3.479983777925213,3.2335387751589795,3.119117907684886,3.2151781134610053
MinOmniTest,RadiusLimitedPopulationSampler,10,0.133021,1000,-6.597233498837951,3.1661007768538783,5.239128186682046,3.332251902965747,1.372320896584172,1.4515203422331242
MinOmniTest,RadiusLimitedPopulationSampler,10,0.132495,1000,-6.552678671372506,5.378436452498622,5.193679805017432,5.081863442765898,3.139640490080683,5.373933497225891
MinOmniTest,RadiusLimitedPopulationSampler,10,0.138032,1000,-6.395898007592302,5.186169392301143,0.9777572409945265,3.2000593254764005,5.121838072257576,1.3155651649020401
MinOmniTest,RadiusLimitedPopulationSampler,10,0.136418,1000,-6.372607072525682,3.1553287022170307,3.118891751105796,1.084459144957604,5.4602985248927,5.180536343410975
MinOmniTest,RadiusLimitedPopulationSampler,10,0.128105,1000,-6.211321906094008,1.4250729911960651,3.0380487368656373,1.0861148882814606,5.108426206245519,1.3136210846864491
MinOmniTest,RadiusLimitedPopulationSampler,10,0.128706,1000,-6.867606826687906,1.3354442086659488,1.1447805931543114,5.201155543747062,1.337808119485922,1.2797366098725385
MinOmniTest,RadiusLimitedPopulationSampler,10,0.133211,1000,-6.273719191231081,5.426342174173593,3.240118342110144,5.217872653142648,5.448552678434925,5.034602886243231
MinOmniTest,RadiusLimitedPopulationSampler,10,0.137549,1000,-6.78650599713351,3.2536915798828314,5.223816991726577,5.375648878710639,3.0927903064034155,5.266607255954542
MinOmniTest,RadiusLimitedPopulationSampler,10,0.133717,1000,-6.485041019270931,5.330812291876906,5.138413962865118,1.1166804232772471,5.423499113158738,3.386209961199291
MinOmniTest,RadiusLimitedPopulationSampler,10,0.132448,1000,-6.481346581900802,2.960055381119946,3.290143024030391,3.225093599768448,3.2794916958090377,1.3047389859065075
MinOmniTest,RadiusLimitedPopulationSampler,10,0.130623,1000,-6.682533693276524,5.0838353731077115,5.2309486204625975,3.1353875729973795,5.29686414868295,5.13476903122709
MinOmniTest,RadiusLimitedPopulationSampler,10,0.128848,1000,-6.716978698756536,3.239093892600903,5.269459815715624,3.121620916449538,5.338432154549606,5.413695353800265
MinOmniTest,RadiusLimitedPopulationSampler,10,0.128917,1000,-6.315149671135886,5.462280383619933,5.134316530585425,5.22773355112047,5.263696573155718,3.019191833936612
MinOmniTest,RadiusLimitedPopulationSampler,10,0.128085,1000,-6.526738223049813,1.4571325486554008,1.267531488467809,5.116218562966931,3.1573040392479004,1.3509757943726846
MinOmniTest,RadiusLimitedPopulationSampler,10,0.130986,1000,-6.373519549154327,5.148269011095617,5.211697779046997,5.44674195609588,1.4326396834056574,3.113751053906088
MinOmniTest,RadiusLimitedPopulationSampler,10,0.128191,1000,-6.624578586544961,5.104480225525925,5.171635625993374,1.2596472310962101,3.3571165956244533,1.4117290716406874
MinOmniTest,RadiusLimitedPopulationSampler,10,0.130351,1000,-6.726764574633824,5.211207679307318,3.203459913538477,3.1912288666935793,1.35225751282596,3.0690843516130344
MinOmniTest,RadiusLimitedPopulationSampler,10,0.129496,1000,-6.169644740106845,1.2032854220174372,1.3160260961377384,5.150214842796336,3.6014653944982076,3.285934239507125
MinOmniTest,RadiusLimitedPopulationSampler,10,0.130082,1000,-6.38469834237981,1.2699285855941829,2.9787422327346946,3.3931088302048718,3.1788540597825796,1.1904126703563502
MinOmniTest,RadiusLimitedPopulationSampler,10,0.128246,1000,-6.567835502683037,1.4343111085905973,3.3433216249262356,5.2067244513914615,3.3996193283643263,5.16864531818218
MinOmniTest,RadiusLimitedPopulationSampler,10,0.129433,1000,-6.698105184992979,3.359425239666268,5.409603918912231,5.340482821017101,1.1605078359409333,1.2735159887134322
MinOmniTest,RadiusLimitedPopulationSampler,10,0.131473,1000,-5.966103576333803,5.492485799671513,3.3933463272145743,3.505559373536869,3.2241652361796334,5.391053560052914
MinOmniTest,RadiusLimitedPopulationSampler,10,0.130429,1000,-6.498254227059839,1.0310105555933562,3.1145625680604665,5.229564282417729,5.185451800450164,3.3661684377733465
MinOmniTest,RadiusLimitedPopulationSampler,10,0.13765,1000,-6.440570130868936,3.1869259144790596,5.130274541846335,3.3695532316477816,5.002937864682265,1.2571147329760002
MinOmniTest,RadiusLimitedPopulationSampler,10,0.132956,1000,-6.433160908605133,5.028071747437906,5.224483686167845,3.1683090684497177,5.228369382620621,5.0563409645600865
MinOmniTest,RadiusLimitedPopulationSampler,10,0.129991,1000,-6.675859038304156,3.148122257297029,5.354765477382142,1.2187512818894373,1.3900580412668249,1.374006155129711
MinOmniTest,RadiusLimitedPopulationSampler,10,0.127892,1000,-6.6912984123629276,1.099014908503416,3.3872123955603692,1.2287862842484736,3.348824720079742,1.3081265551849253
MinOmniTest,RadiusLimitedPopulationSampler,10,0.130055,1000,-6.5358664193218825,3.2145777243404225,5.28232409322425,5.069271118601371,3.220865550385205,5.458005596396891
MinOmniTest,RadiusLimitedPopulationSampler,10,0.134462,1000,-6.914010326057381,5.325833457008427,5.309337850636011,3.16927536952252,1.2201326270808142,5.173018306990043
MinOmniTest,RadiusLimitedPopulationSampler,10,0.135094,1000,-6.751734768735962,1.1102392958326155,1.3202975628468299,3.16717280911799,1.1281424096392554,1.2611220639667007
MinOmniTest,RadiusLimitedPopulationSampler,10,0.135808,1000,-6.419350782100015,1.3836743709447834,5.28386140934734,5.333126042806553,2.9919631490817924,1.1809835102985367
MinOmniTest,RadiusLimitedPopulationSampler,10,0.132223,1000,-6.511061499985753,1.2440400891384538,5.108401066082482,3.148924670395971,5.3056517702553805,5.471871720295495
MinOmniTest,RadiusLimitedPopulationSampler,10,0.131254,1000,-6.65483005146635,5.320875112494002,1.1032289925114747,3.0775246230905253,5.307236700186277,3.284412403126119
MinOmniTest,RadiusLimitedPopulationSampler,10,0.134292,1000,-6.878744471128161,5.273915870133962,5.234746745465584,1.3689937629589548,3.328028073208498,3.3320827018662875
MinOmniTest,RadiusLimitedPopulationSampler,10,0.142853,1000,-6.533044571092521,5.151893026457809,1.4537414418229495,3.3814262142374694,1.3458936112336637,5.285747433931117
MinOmniTest,RadiusLimitedPopulationSampler,10,0.137494,1000,-6.540817182080029,3.270150502450834,1.33547340839396,5.171167708096352,1.2823310915612876,1.503824380758536
MinOmniTest,RadiusLimitedPopulationSampler,10,0.134422,1000,-6.10011534147265,1.2572725869872288,3.188197110330426,3.179515193006909,5.607375464025827,1.1248300787167225
MinOmniTest,RadiusLimitedPopulationSampler,10,0.134365,1000,-6.505520423112506,3.4723029009709636,5.176170861989227,3.1096235725356145,3.294172747455501,3.1671091376110643
MinOmniTest,RadiusLimitedPopulationSampler,10,0.135351,1000,-6.38758878169536,1.0877951964276105,3.4836132380425053,1.3394684711633262,3.3053192569538234,3.1546917513944774
MinOmniTest,RadiusLimitedPopulationSampler,10,0.128111,1000,-6.299639077005022,1.3886691291010005,3.23389687481831,3.428216682138892,3.0954818619759843,3.0545897542782328
MinOmniTest,RadiusLimitedPopulationSampler,10,0.127775,1000,-6.527264749836393,1.062428600145386,3.186132239330282,3.072326262283412,1.1571643471865098,5.230892027865726
MinOmniTest,RadiusLimitedPopulationSampler,15,0.134745,1000,-6.05927317465097,0.9143540273053481,3.3413882015150724,5.175535722751132,1.0790702629182722,1.2432850918212928
MinOmniTest,RadiusLimitedPopulationSampler,15,0.132907,1000,-6.636037856495955,5.108021858721308,5.258492287724097,1.3715507433290806,1.4174604710707437,3.229035166432641
MinOmniTest,RadiusLimitedPopulationSampler,15,0.132246,1000,-6.721907988413365,5.240069614370428,5.150654100874099,5.317263390594218,5.424835007339587,3.326529734934595
MinOmniTest,RadiusLimitedPopulationSampler,15,0.128755,1000,-6.433732497542512,2.9950678515829923,5.2290717396348425,1.4090000257679383,3.301806931718793,5.293139151771636
MinOmniTest,RadiusLimitedPopulationSampler,15,0.128785,1000,-6.943259988226295,5.146893725083212,1.197737440917777,1.3036038465631599,5.212387971258509,5.222234619435316
MinOmniTest,RadiusLimitedPopulationSampler,15,0.132031,1000,-6.244782511800425,5.2317464472826645,5.236049077284033,1.178233276168375,3.523096968363064,5.039742344364142
MinOmniTest,RadiusLimitedPopulationSampler,15,0.128929,1000,-6.607627897143985,3.3362429263492848,5.268025230859479,3.1847477278567364,1.316736026465901,1.0214993097216793
MinOmniTest,RadiusLimitedPopulationSampler,15,0.130989,1000,-6.616485046848556,3.324630145197957,1.354734120380415,1.2755178744954425,3.0572277848803626,3.360241982100376
MinOmniTest,RadiusLimitedPopulationSampler,15,0.13206,1000,-6.445625668444419,3.325417543240667,5.200427820078229,3.0126333180327385,1.3986201644944227,1.1721123537096432
MinOmniTest,RadiusLimitedPopulationSampler,15,0.129632,1000,-6.252866374866724,5.411548828611359,3.132220986120317,3.355590458614366,1.4145561237524094,3.045361041346516
MinOmniTest,RadiusLimitedPopulationSampler,15,0.128788,1000,-6.754758140133285,5.404504297310398,1.2826423596860768,1.2197932078167824,5.185357781410036,3.3764350981965174
MinOmniTest,RadiusLimitedPopulationSampler,15,0.131971,1000,-6.320719858547325,5.508659458440735,3.1959073892477536,3.2763218679231514,5.418950594260142,3.3633908963441117
MinOmniTest,RadiusLimitedPopulationSampler,15,0.129732,1000,-6.236658593437056,1.1997717910502577,5.103181450907948,5.256244603732934,3.4443746344287547,3.0003224669964985
MinOmniTest,RadiusLimitedPopulationSampler,15,0.130037,1000,-6.523276511583963,3.137102326700799,5.355208841379785,1.4324324160811022,3.1301095368131326,1.3415649819635602
MinOmniTest,RadiusLimitedPopulationSampler,15,0.131186,1000,-6.393358281303777,2.939669031784223,3.2498589837356135,3.2516133248603794,5.283060160662551,3.165493789074098
MinOmniTest,RadiusLimitedPopulationSampler,15,0.134781,1000,-6.584461443689884,3.057046614508889,1.4274276289746162,3.233500668469977,1.2685589835085054,5.20167808121564
MinOmniTest,RadiusLimitedPopulationSampler,15,0.130601,1000,-6.723410915209692,5.306772246301516,3.255666024062672,5.247556750487835,1.2337578873808732,1.4694957433223415
